,Name,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing City,Billing Zip,Billing Province,Billing Country,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment Terms Name,Next Payment Due At,new_email,New Phone,Nombre modo privado,Calle modo privado,Direccion modo privado,Company_joined,Id
44,#5551,paid,2025-10-29 09:55:49 +0100,fulfilled,2025-10-29 18:59:11 +0100,yes,EUR,47.4,3.99,0.0,51.39,,12.6,Standard Shipping,2025-10-29 09:55:49 +0100,1,Kit paseo Lavanda Lilac - XS / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Forli,'47122,FC,IT,Forlì,'47122,FC,IT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.6,,,,,,,,,,,,,Forlì-Cesena,Forlì-Cesena,,,email45@hotmail.com,+393569589190,Name_0044,Street_0044,Addr_0044,,ID_F0D4A88D0B
45,#5550,paid,2025-10-29 09:31:15 +0100,fulfilled,2025-10-29 18:59:12 +0100,yes,EUR,32.47,3.99,0.0,36.46,,8.63,Standard Shipping,2025-10-29 09:31:14 +0100,1,"The Limited Edition ""Clouds Sweater"" - M",41.1,0.0,,True,True,fulfilled,Baden,'2500,,AT,Baden,'2500,,AT,Wookie,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,8.63,,,,,,,,,,,,,,,,,email46@gmx.at,00436733845944,Name_0045,Street_0045,Addr_0045,,ID_880D4D2215
46,#5549,paid,2025-10-29 09:03:11 +0100,fulfilled,2025-10-29 18:59:13 +0100,yes,EUR,40.58,4.33,0.0,44.91,FRIEND25,13.53,Standard Shipping,2025-10-29 09:03:10 +0100,1,Arnés Comfort Chocolate Brown - S,54.11,,RDHAR-BROWN-S,True,True,fulfilled,Geneva,'1202,,CH,Geneva,'1202,,CH,Khalessi ,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,0.0,,,,,,,,,,,,,,,,,email47@gmail.com,+41707785620,Name_0046,Street_0046,Addr_0046,,ID_57F7980549
47,#5548,paid,2025-10-29 05:05:03 +0100,fulfilled,2025-10-29 19:01:58 +0100,yes,EUR,71.9,5.15,0.0,77.05,,19.11,Standard Shipping,2025-10-29 05:05:02 +0100,1,Kit Paseo Sunset Orange - XS / Clásica (1.80m),91.01,112.48,RDKIT-ORANGE-XS,True,True,fulfilled,Hudsonville,49426-9051,MI,US,Hudsonville,'49426,MI,US,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,19.11,,,,,,,,,,,,,Míchigan,Míchigan,,,email48@gmail.com,0843150582,Name_0047,Street_0047,Addr_0047,,ID_22D1F77823
48,#5547,paid,2025-10-29 00:54:49 +0100,fulfilled,2025-10-29 18:59:15 +0100,yes,EUR,47.4,3.99,0.0,51.39,,12.6,Entrega ao domicílio,2025-10-29 00:54:49 +0100,1,Kit Paseo Chocolate Brown - S / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Lisboa,1600-478,PT-11,PT,Lisboa,1600-478,PT-11,PT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.6,,,,,,,,,,,,,Distrito de Lisboa,Distrito de Lisboa,,,email49@gmail.com,+351065482247,Name_0048,Street_0048,Addr_0048,,ID_4E40729737
49,#5546,paid,2025-10-28 22:13:08 +0100,fulfilled,2025-10-29 18:59:17 +0100,yes,EUR,23.7,3.99,4.11,27.69,,6.3,Estándar,2025-10-28 22:13:07 +0100,1,"The Limited Edition ""Clouds Sweater"" - XS",30.0,0.0,,True,True,fulfilled,Barcelona,'08036,B,ES,Barcelona,'08036,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,6.3,VAT 21 %,4.11,,,,,,,,,,,Barcelona,Barcelona,,,email50@gmail.com,+34679764839,Name_0049,Street_0049,Addr_0049,,ID_AF036931EC
50,#5545,paid,2025-10-28 20:18:00 +0100,fulfilled,2025-10-29 18:59:18 +0100,yes,EUR,47.4,3.99,8.23,51.39,,12.6,Estándar,2025-10-28 20:18:00 +0100,1,Kit Paseo Chocolate Brown - M / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Crevillent,'03330,A,ES,Crevillent,'03330,A,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.6,VAT 21 %,8.23,,,,,,,,,,,Alicante,Alicante,,,email51@gmail.com,605566694,Name_0050,Street_0050,Addr_0050,,ID_7F87936136
51,#5544,paid,2025-10-28 19:37:26 +0100,fulfilled,2025-10-29 18:59:19 +0100,yes,EUR,29.63,3.99,5.14,33.62,,7.87,Estándar,2025-10-28 19:37:25 +0100,1,Arnés Comfort Matcha Green - L,37.5,,RDHAR-MATCHA-L,True,True,fulfilled,Elche,'03203,A,ES,Elx,'03203,A,ES,Nicolás ,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,7.87,VAT 21 %,5.14,,,,,,,,,,,Alicante,Alicante,,,email52@sonneil.com,932454433,Name_0051,Street_0051,Addr_0051,,ID_206BD7C1CD
52,#5543,paid,2025-10-28 16:43:48 +0100,fulfilled,2025-10-29 18:59:20 +0100,yes,EUR,66.36,0.0,0.0,66.36,,17.64,Standard Shipping,2025-10-28 16:43:48 +0100,1,Collar Forest Green - XS,25.0,,RDCOL-FOREST-XS,True,True,fulfilled,Milano,'20141,MI,IT,Milano,'20141,MI,IT,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,5.25,,,,,,,,,,,,,Milán,Milán,,,email53@gmail.com,3448291389,Name_0052,Street_0052,Addr_0052,,ID_9939DA9C30
53,#5543,,,,,,,,,,,,,,2025-10-28 16:43:48 +0100,1,Correa Manos Libres Forest Green - Manos Libres,29.0,,RDLEA-FOREST-STANDARD,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,6.09,,,,,,,,,,,,,,,,,email54@gmail.com,+9586439065,,,,,
54,#5543,,,,,,,,,,,,,,2025-10-28 16:43:48 +0100,1,"The Limited Edition ""Clouds Sweater"" - S",30.0,0.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,6.3,,,,,,,,,,,,,,,,,email55@gmail.com,+64114292306,,,,,
55,#5542,paid,2025-10-28 15:28:54 +0100,fulfilled,2025-10-29 18:59:21 +0100,yes,EUR,19.75,3.99,0.0,23.74,,5.25,Standard Shipping,2025-10-28 15:28:53 +0100,1,Collar Baby Blue - XS,25.0,,RDCOL-BABY-XS,True,True,fulfilled,Modica,'97015,RG,IT,Modica,'97015,RG,IT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,5.25,,,,,,,,,,,,,Ragusa,Ragusa,,,email56@gmail.com,7377875013,Name_0053,Street_0053,Addr_0053,,ID_D987DD17F1
56,#5541,paid,2025-10-28 14:38:33 +0100,fulfilled,2025-10-29 18:59:22 +0100,yes,EUR,69.52,0.0,12.07,69.52,,18.48,Estándar,2025-10-28 14:38:33 +0100,1,"The Limited Edition ""Clouds Sweater"" - XS",30.0,0.0,,True,True,fulfilled,Huesca,'22004,HU,ES,Huesca,'22004,HU,ES,,,,MONEI Pay · Bizum,0.0,RealDogs,0.0,,,,,Low,web,6.3,VAT 21 %,12.07,,,,,,,,,,,Huesca,Huesca,,,email57@gmail.com,493365540,Name_0054,Street_0054,Addr_0054,,ID_C6979F23A5
57,#5541,,,,,,,,,,,,,,2025-10-28 14:38:33 +0100,1,Kit Paseo Honey Yellow - S / Clásica (1.80m),58.0,72.0,RDKIT-YELLOW-S,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,12.18,,,,,,,,,,,,,,,,,email58@gmail.com,+6044693723875,,,,,
58,#5540,paid,2025-10-28 14:29:29 +0100,fulfilled,2025-10-29 18:59:23 +0100,no,EUR,47.4,3.99,0.0,51.39,,12.6,Standard Shipping,2025-10-28 14:29:29 +0100,1,Kit Paseo Matcha Green - XS / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Siracusa,'96100,SR,IT,Siracusa,'96100,SR,IT,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,12.6,,,,,,,,,,,,,Siracusa,Siracusa,,,email59@gmail.com,1068505287,Name_0055,Street_0055,Addr_0055,,ID_ADE8F7D632
59,#5539,paid,2025-10-28 11:37:25 +0100,fulfilled,2025-10-29 18:59:24 +0100,yes,EUR,22.91,3.99,0.0,26.9,,6.09,Standard Shipping,2025-10-28 11:37:25 +0100,1,Correa Manos Libres Baby Blue - Manos Libres,29.0,,RDLEA-BABY-STANDARD,True,True,fulfilled,Paris,'75017,,FR,Paris,'75002,,FR,Bonie,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,6.09,,,,,,,,,,,,,,,,,email60@icloud.com,+33798177092,Name_0056,Street_0056,Addr_0056,,ID_C56F73DFBD
60,#5538,paid,2025-10-28 09:48:37 +0100,fulfilled,2025-10-29 18:59:25 +0100,yes,EUR,45.82,3.99,0.0,49.81,,12.18,Standard Shipping,2025-10-28 09:48:36 +0100,1,Kit Paseo Forest Green - M / Clásica (1.80m),58.0,72.0,RDKIT-FOREST-M,True,True,fulfilled,Gadesco Pieve Delmona,'26030,CR,IT,Gadesco Pieve Delmona,'26030,CR,IT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.18,,,,,,,,,,,,,Cremona,Cremona,,,email61@icloud.com,6038561884,Name_0057,Street_0057,Addr_0057,,ID_F61216F304
61,#5537,paid,2025-10-28 08:28:40 +0100,fulfilled,2025-10-29 18:59:27 +0100,yes,EUR,47.4,3.99,8.23,51.39,,12.6,Estándar,2025-10-28 08:28:40 +0100,1,Kit Paseo Matcha Green - S / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Karlsruhe,'76185,,DE,Estepona,'29680,MA,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.6,VAT 21 %,8.23,,,,,,,,,,,,Málaga,,,email62@dallanima.com,082571926,Name_0058,Street_0058,Addr_0058,,ID_B1200865F1
62,#5536,paid,2025-10-28 08:17:21 +0100,fulfilled,2025-10-29 18:59:28 +0100,no,EUR,23.7,3.99,4.11,27.69,,6.3,Estándar,2025-10-28 08:17:20 +0100,1,"The Limited Edition ""Clouds Sweater"" - S",30.0,0.0,,True,True,fulfilled,Barcelona,'08026,B,ES,Barcelona,'08026,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,6.3,VAT 21 %,4.11,,,,,,,,,,,Barcelona,Barcelona,,,email63@gmail.com,+34647547591,Name_0059,Street_0059,Addr_0059,,ID_029868E3D9
63,#5535,paid,2025-10-28 00:43:01 +0100,fulfilled,2025-10-29 18:59:29 +0100,yes,EUR,41.08,3.99,0.0,45.07,,10.92,Standard Shipping,2025-10-28 00:43:01 +0100,1,Arnés Comfort Sunset Orange - S,52.0,,RDHAR-ORANGE-S,True,True,fulfilled,Dungarvan,X35 XP94,WD,IE,Dungarvan,X35 EC80,WD,IE,Art,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,10.92,,,,,,,,,,,,,Waterford,Waterford,,,email64@gmail.com,+353967902153,Name_0060,Street_0060,Addr_0060,,ID_B481E075E5
64,#5534,paid,2025-10-27 23:24:35 +0100,fulfilled,2025-10-29 18:59:30 +0100,yes,EUR,29.63,3.99,5.14,33.62,,7.87,Estándar,2025-10-27 23:24:35 +0100,1,Arnés Comfort Passion Red - M,37.5,,RDHAR-RED-M,True,True,fulfilled,Madrid,'28035,M,ES,Madrid,'28035,M,ES,Sun,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,7.87,VAT 21 %,5.14,,,,,,,,,,,Madrid,Madrid,,,email65@gmail.com,+34635810270,Name_0014,Street_0014,Addr_0014,,ID_93BC205533
65,#5533,paid,2025-10-27 21:51:13 +0100,fulfilled,2025-10-29 18:59:31 +0100,yes,EUR,64.8,4.32,0.0,69.12,,17.23,Standard Shipping,2025-10-27 21:51:12 +0100,1,Kit Paseo Matcha Green - M / Clásica (1.80m),82.03,101.46,RDKIT-MATCHA-M,True,True,fulfilled,Zurigo,'8057,,CH,Zürich,'8057,,CH,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,17.23,,,,,,,,,,,,,,,,,email66@gmail.com,+41776398001,Name_0061,Street_0061,Addr_0061,,ID_F41971914F
66,#5532,paid,2025-10-27 21:39:51 +0100,fulfilled,2025-10-29 18:59:32 +0100,yes,EUR,21.33,3.99,0.0,25.32,,5.67,Entrega ao domicílio,2025-10-27 21:39:50 +0100,1,Correa Chocolate Brown - Standard,27.0,,RDLEA-BROWN-STANDARD,True,True,fulfilled,Lisboa,2685-207,PT-11,PT,Portela,2685-207,PT-11,PT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,5.67,,,,,,,,,,,,,Distrito de Lisboa,Distrito de Lisboa,,,email67@gmail.com,397770159,Name_0062,Street_0062,Addr_0062,,ID_1A5A4404D2
67,#5531,paid,2025-10-27 20:51:00 +0100,fulfilled,2025-10-29 18:59:33 +0100,yes,EUR,47.4,3.99,8.23,51.39,,12.6,Estándar,2025-10-27 20:51:00 +0100,1,Kit Paseo Pirate Black - S / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Valladolid,'47008,VA,ES,Valladolid,'47008,VA,ES,Lola,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,12.6,VAT 21 %,8.23,,,,,,,,,,,Valladolid,Valladolid,,,email68@gmail.com,+34671953446,Name_0063,Street_0063,Addr_0063,,ID_12D1D7B8DA
68,#5530,paid,2025-10-27 20:33:54 +0100,fulfilled,2025-10-29 18:59:34 +0100,yes,EUR,67.15,0.0,0.0,67.15,,17.85,Entrega ao domicílio,2025-10-27 20:33:53 +0100,1,Kit Paseo Chocolate Brown - XS / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Lisboa,2685-207,PT-11,PT,Portela,2685-207,PT-11,PT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.6,,,,,,,,,,,,,Distrito de Lisboa,Distrito de Lisboa,,,email69@gmail.com,397770159,Name_0062,Street_0062,Addr_0062,,ID_E96D6660FE
69,#5530,,,,,,,,,,,,,,2025-10-27 20:33:53 +0100,1,Collar Chocolate Brown - XS,25.0,,RDCOL-BROWN-XS,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,5.25,,,,,,,,,,,,,,,,,email70@gmail.com,+63921224829,,,,,
70,#5529,paid,2025-10-27 20:15:56 +0100,fulfilled,2025-10-29 18:59:35 +0100,yes,EUR,64.94,3.99,0.0,68.93,,17.26,Standard Shipping,2025-10-27 20:15:55 +0100,1,Kit Paseo Navy Blue - M / Manos Libres (1.80m),82.2,98.64,,True,True,fulfilled,Cuesmes,'7033,,BE,Cuesmes,'7033,,BE,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,17.26,,,,,,,,,,,,,,,,,email71@hotmail.fr,5679054538,Name_0064,Street_0064,Addr_0064,,ID_A5CABC73CF
71,#5528,paid,2025-10-27 19:43:11 +0100,fulfilled,2025-10-29 18:59:36 +0100,yes,EUR,67.15,0.0,11.65,67.15,,17.85,Estándar,2025-10-27 19:43:11 +0100,1,Kit Paseo Matcha Green - XL / Clásica (1.80m),58.0,72.0,RDKIT-MATCHA-XL,True,True,fulfilled,Cala Ratjada,'07590,PM,ES,Cala Ratjada,'07590,PM,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.18,VAT 21 %,11.65,,,,,,,,,,,Islas Baleares,Islas Baleares,,,email72@hotmail.de,+34695412499,Name_0065,Street_0065,Addr_0065,,ID_8D26F09259
72,#5528,,,,,,,,,,,,,,2025-10-27 19:43:11 +0100,1,Correa Matcha Green - Standard,27.0,,RDLEA-MATCHA-STANDARD,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,5.67,,,,,,,,,,,,,,,,,email73@hotmail.de,+438971596547,,,,,
73,#5527,paid,2025-10-27 17:42:05 +0100,fulfilled,2025-10-29 18:59:38 +0100,yes,EUR,47.4,3.99,8.23,51.39,,12.6,Estándar,2025-10-27 17:42:04 +0100,1,Kit Paseo Matcha Green - M / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Lomas De Zamora,'1832,B,AR,Valldemossa,'07170,PM,ES,LOLA,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.6,VAT 21 %,8.23,,,,,,,,,,,Buenos Aires (provincia),Islas Baleares,,,email74@gmail.com,869059555,Name_0066,Street_0066,Addr_0066,,ID_B73E679276
74,#5526,paid,2025-10-27 17:39:54 +0100,fulfilled,2025-10-29 18:59:39 +0100,no,EUR,45.82,3.99,7.95,49.81,,12.18,Estándar,2025-10-27 17:39:54 +0100,1,Kit Paseo Forest Green - XL / Clásica (1.80m),58.0,72.0,RDKIT-FOREST-XL,True,True,fulfilled,Rubi,'08191,B,ES,Rubí,'08191,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.18,VAT 21 %,7.95,,,,,,,,,,,Barcelona,Barcelona,,,email75@gmail.com,318405846,Name_0067,Street_0067,Addr_0067,,ID_DB35614738
75,#5525,paid,2025-10-27 17:25:59 +0100,fulfilled,2025-10-29 18:59:40 +0100,yes,EUR,29.63,3.99,5.14,33.62,,7.87,Estándar,2025-10-27 17:25:59 +0100,1,Arnés Comfort Matcha Green - S,37.5,,RDHAR-MATCHA-S,True,True,fulfilled,Santander,'39002,S,ES,Santander,'39002,S,ES,ROtO,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,7.87,VAT 21 %,5.14,,,,,,,,,,,Cantabria,Cantabria,,,email76@hotmail.com,070248255,Name_0068,Street_0068,Addr_0068,,ID_AA9D4D82C9
76,#5524,paid,2025-10-27 13:48:26 +0100,fulfilled,2025-10-29 18:59:41 +0100,yes,EUR,45.82,3.99,0.0,49.81,,12.18,Standard Shipping,2025-10-27 13:48:25 +0100,1,Kit Paseo Chocolate Brown - XL / Clásica (1.80m),58.0,72.0,RDKIT-BROWN-XL,True,True,fulfilled,Tours,'37000,,FR,Tours,'37000,,FR,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.18,,,,,,,,,,,,,,,,,email77@free.fr,+33622706810,Name_0069,Street_0069,Addr_0069,,ID_13C3C573F7
77,#5523,paid,2025-10-27 11:48:42 +0100,fulfilled,2025-10-29 18:59:42 +0100,yes,EUR,42.64,4.32,0.0,46.96,,11.33,Standard Shipping,2025-10-27 11:48:42 +0100,1,Arnés Comfort Passion Red - XS,53.97,,RDHAR-RED-XS,True,True,fulfilled,Lugano,'6900,,CH,Lugano,'6900,,CH,,,,Shopify Payments,0.0,RealDogs,0.01,,,,,Low,web,11.33,,,,,,,,,,,,,,,,,email78@hotmail.com,7575239283,Name_0070,Street_0070,Addr_0070,,ID_3D6F495B7D
78,#5522,paid,2025-10-27 10:33:47 +0100,fulfilled,2025-10-29 18:59:43 +0100,yes,EUR,45.82,3.99,0.0,49.81,,12.18,Standard Shipping,2025-10-27 10:33:46 +0100,1,Kit Paseo Chocolate Brown - L / Clásica (1.80m),58.0,72.0,RDKIT-BROWN-L,True,True,fulfilled,Chantepie,'35135,,FR,Chantepie,'35135,,FR,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.18,,,,,,,,,,,,,,,,,email79@hotmail.fr,5429207309,Name_0071,Street_0071,Addr_0071,,ID_692BCBC408
79,#5521,paid,2025-10-26 11:37:28 +0100,fulfilled,2025-10-26 17:27:04 +0100,yes,EUR,39.5,3.99,6.85,43.49,,10.5,Estándar,2025-10-26 11:37:28 +0100,1,Kit Collar Forest Green - S,50.0,59.0,RDKCOL-FOREST-S,True,True,fulfilled,Urnieta,'20130,SS,ES,Urnieta,'20130,SS,ES,Bruno ,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,10.5,VAT 21 %,6.85,,,,,,,,,,,Guipúzcoa,Guipúzcoa,,,email80@gmail.com,+34684551693,Name_0072,Street_0072,Addr_0072,,ID_4749E7746A
80,#5520,paid,2025-10-26 11:13:44 +0100,fulfilled,2025-10-26 17:27:05 +0100,yes,EUR,64.94,3.99,0.0,68.93,,17.26,Standard Shipping,2025-10-26 11:13:43 +0100,1,Kit Paseo Passion Red - M / Manos Libres (1.80m),82.2,98.64,,True,True,fulfilled,Beckum,'59269,,DE,Beckum,'59269,,DE,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,17.26,,,,,,,,,,,,,,,,,email81@kahl-beckum.de,+4919745560876,Name_0073,Street_0073,Addr_0073,,ID_03A0EE9F97
81,#5519,paid,2025-10-26 10:44:55 +0100,fulfilled,2025-10-26 17:27:06 +0100,yes,EUR,45.82,3.99,7.95,49.81,,12.18,Estándar,2025-10-26 10:44:54 +0100,1,Kit Paseo Chocolate Brown - L / Clásica (1.80m),58.0,72.0,RDKIT-BROWN-L,True,True,fulfilled,El Paraíso,'29688,MA,ES,El Paraíso,'29688,MA,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.18,VAT 21 %,7.95,,,,,,,,,,,Málaga,Málaga,,,email82@gmail.com,0034614774830,Name_0074,Street_0074,Addr_0074,,ID_9C82A30947
82,#5518,paid,2025-10-26 09:28:55 +0100,fulfilled,2025-10-26 17:27:07 +0100,yes,EUR,66.32,4.15,0.0,70.47,,17.63,Standard Shipping,2025-10-26 09:28:54 +0100,1,Kit Paseo Forest Green - M / Manos Libres (1.80m),83.95,100.68,,True,True,fulfilled,Copenhagen N,'2200,,DK,Copenhagen n,'2200,,DK,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,17.63,,,,,,,,,,,,,,,,,email83@me.com,+4541651323,Name_0075,Street_0075,Addr_0075,,ID_DA58556FD7
83,#5517,paid,2025-10-26 08:36:31 +0100,fulfilled,2025-10-26 17:27:08 +0100,yes,EUR,47.4,3.99,0.0,51.39,,12.6,Standard Shipping,2025-10-26 08:36:30 +0100,1,Kit Paseo Chocolate Brown - M / Manos Libres (1.80m),60.0,72.0,,True,True,fulfilled,Le Bouscat,'33110,,FR,Le Bouscat,'33110,,FR,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.6,,,,,,,,,,,,,,,,,email84@gmail.com,0567077063,Name_0076,Street_0076,Addr_0076,,ID_476E9ECC6D
84,#5516,paid,2025-10-25 20:40:53 +0200,fulfilled,2025-10-26 17:27:09 +0100,yes,EUR,82.16,3.99,0.0,86.15,,21.84,Standard Shipping,2025-10-25 20:40:53 +0200,1,Arnés Comfort Matcha Green - M,52.0,,RDHAR-MATCHA-M,True,True,fulfilled,Dublin 16,D16 V8P9,D,IE,Dublin 16,D16 V8P9,D,IE,Darcy,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,10.92,,,,,,,,,,,,,Condado de Dublín,Condado de Dublín,,,email85@gmail.com,011 062 6052,Name_0077,Street_0077,Addr_0077,,ID_7696F92C53
85,#5516,,,,,,,,,,,,,,2025-10-25 20:40:53 +0200,1,Arnés Comfort Chocolate Brown - M,52.0,,RDHAR-BROWN-M,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,10.92,,,,,,,,,,,,,,,,,email86@gmail.com,+30838458564,,,,,
86,#5515,paid,2025-10-25 20:20:13 +0200,fulfilled,2025-10-26 17:27:10 +0100,no,EUR,66.62,4.32,0.0,70.94,,17.7,Standard Shipping,2025-10-25 20:20:13 +0200,1,"The Limited Edition ""Clouds Sweater"" - S",42.16,0.0,,True,True,pending,Cotterd,'1585,,CH,Cotterd,'1585,,CH,,,,Shopify Payments,0.0,RealDogs,33.31,,,,,Low,web,8.85,,,,,,,,,,,,,,,,,email87@gmx.ch,+41766200041,Name_0078,Street_0078,Addr_0078,,ID_9E2F7540BF
87,#5515,,,,,,,,,,,,,,2025-10-25 20:20:13 +0200,1,"The Limited Edition ""Clouds Sweater"" - M",42.16,0.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,8.85,,,,,,,,,,,,,,,,,email88@gmx.ch,+8216956809,,,,,
88,#5514,paid,2025-10-25 16:47:21 +0200,fulfilled,2025-10-26 17:27:11 +0100,yes,EUR,69.52,0.0,0.0,69.52,,18.48,Standard Shipping,2025-10-25 16:47:20 +0200,1,Kit Paseo Baby Blue - L / Clásica (1.80m),58.0,72.0,RDKIT-BABY-L,True,True,fulfilled,Erice,'91016,TP,IT,Erice,'91016,TP,IT,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.18,,,,,,,,,,,,,Trapani,Trapani,,,email89@gmail.com,378 143 9858,Name_0079,Street_0079,Addr_0079,,ID_5F5E5222FB
89,#5514,,,,,,,,,,,,,,2025-10-25 16:47:20 +0200,1,"The Limited Edition ""Clouds Sweater"" - M",30.0,0.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,6.3,,,,,,,,,,,,,,,,,email90@gmail.com,+4719788599080,,,,,
90,#5513,paid,2025-10-25 16:21:34 +0200,fulfilled,2025-10-26 17:27:12 +0100,yes,EUR,45.82,3.99,0.0,49.81,,12.18,Standard Shipping,2025-10-25 16:21:34 +0200,1,Kit Paseo Navy Blue - M / Clásica (1.80m),58.0,72.0,RDKIT-NAVY-M,True,True,fulfilled,Montpellier,'34090,,FR,Allinges,'74200,,FR,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.18,,,,,,,,,,,,,,,,,email91@gmail.com,+33640938889,Name_0080,Street_0080,Addr_0080,,ID_718160A296
91,#5512,paid,2025-10-25 11:05:47 +0200,fulfilled,2025-10-26 17:27:13 +0100,yes,EUR,45.82,3.99,7.95,49.81,,12.18,Estándar,2025-10-25 11:05:46 +0200,1,Kit Paseo Chocolate Brown - S / Clásica (1.80m),58.0,72.0,RDKIT-BROWN-S,True,True,fulfilled,barcelona,'08022,B,ES,barcelona,'08022,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.18,VAT 21 %,7.95,,,,,,,,,,,Barcelona,Barcelona,,,email92@gmail.com,+34664489414,Name_0081,Street_0081,Addr_0081,,ID_21E8ED923A
92,#5511,paid,2025-10-25 08:51:36 +0200,fulfilled,2025-10-26 17:27:14 +0100,yes,EUR,45.82,3.99,0.0,49.81,,12.18,Standard Shipping,2025-10-25 08:51:35 +0200,1,Kit Paseo Chocolate Brown - M / Clásica (1.80m),58.0,72.0,RDKIT-BROWN-M,True,True,fulfilled,Stradella,'27049,PV,IT,Stradella,'27049,PV,IT,Cookie,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,12.18,,,,,,,,,,,,,Pavía,Pavía,,,email93@gmail.com,5450171052,Name_0082,Street_0082,Addr_0082,,ID_76C6B614DF
